gatherer,date,fruit,amount
Jake,2020-07-28,oranges,0.12
Jake,2020-07-28,strawberries,0.05
Jake,2020-07-28,plums,0.09
Jake,2020-07-28,pears,0.45
Jake,2020-07-28,tomatoes,0.26
Paul,2020-07-28,apples,0.07
Paul,2020-07-28,oranges,0.06
Paul,2020-07-28,strawberries,0.01
Paul,2020-07-28,plums,0.15
Paul,2020-07-28,pears,0.31
Paul,2020-07-28,tomatoes,0.2
Jason,2020-07-28,apples,0.13
Jason,2020-07-28,oranges,0.19
Jason,2020-07-28,strawberries,0.03
Jason,2020-07-28,plums,0.07
Jason,2020-07-28,pears,0.14
Jason,2020-07-28,tomatoes,0.21
Peter,2020-07-28,apples,0.21
Peter,2020-07-28,oranges,0.18
Peter,2020-07-28,strawberries,0.03
Peter,2020-07-28,plums,0.06
Peter,2020-07-28,pears,0.4
Peter,2020-07-28,tomatoes,0.24
John,2020-07-29,apples,0.38
John,2020-07-29,oranges,0.18
John,2020-07-29,strawberries,0.01
John,2020-07-29,plums,0.06
John,2020-07-29,pears,0.21
John,2020-07-29,tomatoes,0.09
Nick,2020-07-29,apples,0.15
Nick,2020-07-29,oranges,0.04
Nick,2020-07-29,strawberries,0.03
Nick,2020-07-29,plums,0.04
Nick,2020-07-29,pears,0.3
Nick,2020-07-29,tomatoes,0.04
Rick,2020-07-29,apples,0.26
Rick,2020-07-29,oranges,0.12
Rick,2020-07-29,strawberries,0.02
Rick,2020-07-29,plums,0.02
Rick,2020-07-29,pears,0.5
Rick,2020-07-29,tomatoes,0.16
Dick,2020-07-29,apples,0.34
Dick,2020-07-29,oranges,0.21
Dick,2020-07-29,strawberries,0.01
Dick,2020-07-29,plums,0.06
Dick,2020-07-29,pears,0.43
Dick,2020-07-29,tomatoes,0.21
Jake,2020-07-29,apples,0.05
Jake,2020-07-29,oranges,0.14
Jake,2020-07-29,strawberries,0.01
Jake,2020-07-29,plums,0.08
Jake,2020-07-29,pears,0.4
Jake,2020-07-29,tomatoes,0.17
Paul,2020-07-29,apples,0.34
Paul,2020-07-29,oranges,0.16
Paul,2020-07-29,strawberries,0.02
Paul,2020-07-29,plums,0.08
Paul,2020-07-29,pears,0.19
Paul,2020-07-29,tomatoes,0.06
Jason,2020-07-29,apples,0.49
Jason,2020-07-29,oranges,0.15
Jason,2020-07-29,strawberries,0
Jason,2020-07-29,plums,0.06
Jason,2020-07-29,pears,0.02
Jason,2020-07-29,tomatoes,0.07
Peter,2020-07-29,apples,0.56
Peter,2020-07-29,oranges,0.18
Peter,2020-07-29,strawberries,0.03
Peter,2020-07-29,plums,0.03
Peter,2020-07-29,pears,0.27
Peter,2020-07-29,tomatoes,0.15
John,2020-07-30,apples,0.25
John,2020-07-30,oranges,0.11
John,2020-07-30,strawberries,0.01
John,2020-07-30,plums,0.1
John,2020-07-30,pears,0.2
John,2020-07-30,tomatoes,0.18
Nick,2020-07-30,apples,0.6
Nick,2020-07-30,oranges,0.14
Nick,2020-07-30,strawberries,0.02
Nick,2020-07-30,plums,0.13
Nick,2020-07-30,pears,0.28
Nick,2020-07-30,tomatoes,0.19
Rick,2020-07-30,apples,0.45
Rick,2020-07-30,oranges,0.12
Rick,2020-07-30,strawberries,0.03
Rick,2020-07-30,plums,0.09
Rick,2020-07-30,pears,0.28
Rick,2020-07-30,tomatoes,0.08
Dick,2020-07-30,apples,0.25
Dick,2020-07-30,oranges,0.17
Dick,2020-07-30,strawberries,0.01
Dick,2020-07-30,plums,0.07
Dick,2020-07-30,pears,0.4
Dick,2020-07-30,tomatoes,0.2
Jake,2020-07-30,apples,0.28
Jake,2020-07-30,oranges,0.21
Jake,2020-07-30,strawberries,0.04
Jake,2020-07-30,plums,0.13
Jake,2020-07-30,pears,0.18
Jake,2020-07-30,tomatoes,0.21
Paul,2020-07-30,apples,0.51
Paul,2020-07-30,oranges,0.03
Paul,2020-07-30,strawberries,0.01
Paul,2020-07-30,plums,0.08
Paul,2020-07-30,pears,0.4
Paul,2020-07-30,tomatoes,0.09
Jason,2020-07-30,apples,0.35
Jason,2020-07-30,oranges,0.11
Jason,2020-07-30,strawberries,0.02
Jason,2020-07-30,plums,0.05
Jason,2020-07-30,pears,0.3
Jason,2020-07-30,tomatoes,0.13
Peter,2020-07-30,apples,0.29
Peter,2020-07-30,oranges,0.04
Peter,2020-07-30,strawberries,0.02
Peter,2020-07-30,plums,0.09
Peter,2020-07-30,pears,0.03
Peter,2020-07-30,tomatoes,0.07
John,2020-07-31,apples,0.36
John,2020-07-31,oranges,0.17
John,2020-07-31,strawberries,0.07
John,2020-07-31,plums,0.07
John,2020-07-31,pears,0.15
John,2020-07-31,tomatoes,0.19
Nick,2020-07-31,apples,0.5
Nick,2020-07-31,oranges,0.21
Nick,2020-07-31,strawberries,0
Nick,2020-07-31,plums,0.08
Nick,2020-07-31,pears,0.31
Nick,2020-07-31,tomatoes,0.36
Rick,2020-07-31,apples,0.18
Rick,2020-07-31,oranges,0.11
Rick,2020-07-31,strawberries,0.06
Rick,2020-07-31,plums,0.07
Rick,2020-07-31,pears,0.05
Rick,2020-07-31,tomatoes,0.17
Dick,2020-07-31,apples,0.22
Dick,2020-07-31,oranges,0.12
Dick,2020-07-31,strawberries,0.02
Dick,2020-07-31,plums,0
Dick,2020-07-31,pears,0.2
Dick,2020-07-31,tomatoes,0.15
Jake,2020-07-31,apples,0.6
Jake,2020-07-31,oranges,0.17
Jake,2020-07-31,strawberries,0.01
Jake,2020-07-31,plums,0.06
Jake,2020-07-31,pears,0.17
Jake,2020-07-31,tomatoes,0.12
Paul,2020-07-31,apples,0.49
Paul,2020-07-31,oranges,0.2
Paul,2020-07-31,strawberries,0
Paul,2020-07-31,plums,0.12
Paul,2020-07-31,pears,0.4
Paul,2020-07-31,tomatoes,0.04
Jason,2020-07-31,apples,0.12
Jason,2020-07-31,oranges,0.08
Jason,2020-07-31,strawberries,0.03
Jason,2020-07-31,plums,0.12
Jason,2020-07-31,pears,0.44
Jason,2020-07-31,tomatoes,0.2
Peter,2020-07-31,apples,0.1
Peter,2020-07-31,oranges,0.17
Peter,2020-07-31,strawberries,0.04
Peter,2020-07-31,plums,0.11
Peter,2020-07-31,pears,0.39
Peter,2020-07-31,tomatoes,0.25
John,2020-08-01,apples,0.4
John,2020-08-01,oranges,0.12
John,2020-08-01,strawberries,0.02
John,2020-08-01,plums,0.06
John,2020-08-01,pears,0.58
John,2020-08-01,tomatoes,0.08
Nick,2020-08-01,apples,0.25
Nick,2020-08-01,oranges,0.1
Nick,2020-08-01,strawberries,0.01
Nick,2020-08-01,plums,0.12
Nick,2020-08-01,pears,0.34
Nick,2020-08-01,tomatoes,0.28
Rick,2020-08-01,apples,0.17
Rick,2020-08-01,oranges,0.2
Rick,2020-08-01,strawberries,0.03
Rick,2020-08-01,plums,0.07
Rick,2020-08-01,pears,0.3
Rick,2020-08-01,tomatoes,0.02
Dick,2020-08-01,apples,0.31
Dick,2020-08-01,oranges,0.11
Dick,2020-08-01,strawberries,0.02
Dick,2020-08-01,plums,0.1
Dick,2020-08-01,pears,0.31
Dick,2020-08-01,tomatoes,0.02
Jake,2020-08-01,apples,0.2
Jake,2020-08-01,oranges,0.13
Jake,2020-08-01,strawberries,0.02
Jake,2020-08-01,plums,0.14
Jake,2020-08-01,pears,0.31
Jake,2020-08-01,tomatoes,0.15
Paul,2020-08-01,apples,0.01
Paul,2020-08-01,oranges,0.09
Paul,2020-08-01,strawberries,0.05
Paul,2020-08-01,plums,0.08
Paul,2020-08-01,pears,0.41
Paul,2020-08-01,tomatoes,0.25
Jason,2020-08-01,apples,0.67
Jason,2020-08-01,oranges,0.13
Jason,2020-08-01,strawberries,0.04
Jason,2020-08-01,plums,0.1
Jason,2020-08-01,pears,0.64
Jason,2020-08-01,tomatoes,0.13
Peter,2020-08-01,apples,0.29
Peter,2020-08-01,oranges,0.09
Peter,2020-08-01,strawberries,0.01
Peter,2020-08-01,plums,0.09
Peter,2020-08-01,pears,0.2
Peter,2020-08-01,tomatoes,0.11
John,2020-08-02,apples,0.45
John,2020-08-02,oranges,0.12
John,2020-08-02,strawberries,0.04
John,2020-08-02,plums,0.14
John,2020-08-02,pears,0.31
John,2020-08-02,tomatoes,0.06
Nick,2020-08-02,apples,0.84
Nick,2020-08-02,oranges,0.12
Nick,2020-08-02,strawberries,0.02
Nick,2020-08-02,plums,0.05
Nick,2020-08-02,pears,0.37
Nick,2020-08-02,tomatoes,0.05
Rick,2020-08-02,apples,0.69
Rick,2020-08-02,oranges,0.19
Rick,2020-08-02,strawberries,0.03
Rick,2020-08-02,plums,0.06
Rick,2020-08-02,pears,0.15
Rick,2020-08-02,tomatoes,0.17
Dick,2020-08-02,apples,0.34
Dick,2020-08-02,oranges,0.12
Dick,2020-08-02,strawberries,0
Dick,2020-08-02,plums,0.1
Dick,2020-08-02,pears,0.21
Dick,2020-08-02,tomatoes,0.13
Jake,2020-08-02,apples,0.26
Jake,2020-08-02,oranges,0.14
Jake,2020-08-02,strawberries,0.04
Jake,2020-08-02,plums,0.12
Jake,2020-08-02,pears,0.14
Jake,2020-08-02,tomatoes,0.12
Paul,2020-08-02,apples,0.28
Paul,2020-08-02,oranges,0.15
Paul,2020-08-02,strawberries,0.04
Paul,2020-08-02,plums,0.15
Paul,2020-08-02,pears,0.43
Paul,2020-08-02,tomatoes,0.24
Jason,2020-08-02,apples,0.51
Jason,2020-08-02,oranges,0.1
Jason,2020-08-02,strawberries,0.03
Jason,2020-08-02,plums,0.06
Jason,2020-08-02,pears,0.11
Jason,2020-08-02,tomatoes,0.07
Peter,2020-08-02,apples,0.05
Peter,2020-08-02,oranges,0.09
Peter,2020-08-02,strawberries,0.03
Peter,2020-08-02,plums,0.07
Peter,2020-08-02,pears,0.25
Peter,2020-08-02,tomatoes,0.18
John,2020-08-03,apples,0.53
John,2020-08-03,oranges,0.06
John,2020-08-03,strawberries,0.04
John,2020-08-03,plums,0.1
John,2020-08-03,pears,0.02
John,2020-08-03,tomatoes,0.17
Nick,2020-08-03,apples,0.16
Nick,2020-08-03,oranges,0.12
Nick,2020-08-03,strawberries,0.01
Nick,2020-08-03,plums,0.12
Nick,2020-08-03,pears,0.05
Nick,2020-08-03,tomatoes,0.17
Rick,2020-08-03,apples,0.29
Rick,2020-08-03,oranges,0.21
Rick,2020-08-03,strawberries,0.01
Rick,2020-08-03,plums,0.06
Rick,2020-08-03,pears,0.4
Rick,2020-08-03,tomatoes,0.2
Dick,2020-08-03,apples,0.56
Dick,2020-08-03,oranges,0.14
Dick,2020-08-03,strawberries,0.01
Dick,2020-08-03,plums,0.08
Dick,2020-08-03,pears,0.41
Dick,2020-08-03,tomatoes,0.09
Jake,2020-08-03,apples,0.14
Jake,2020-08-03,oranges,0.14
Jake,2020-08-03,strawberries,0.04
Jake,2020-08-03,plums,0.12
Jake,2020-08-03,pears,0.23
Jake,2020-08-03,tomatoes,0.31
Paul,2020-08-03,apples,0.33
Paul,2020-08-03,oranges,0.16
Paul,2020-08-03,strawberries,0.03
Paul,2020-08-03,plums,0.08
Paul,2020-08-03,pears,0.21
Paul,2020-08-03,tomatoes,0.23
Jason,2020-08-03,apples,0.4
Jason,2020-08-03,oranges,0.17
Jason,2020-08-03,strawberries,0.01
Jason,2020-08-03,plums,0.15
Jason,2020-08-03,pears,0.2
Jason,2020-08-03,tomatoes,0.28
Peter,2020-08-03,apples,0.7
Peter,2020-08-03,oranges,0.15
Peter,2020-08-03,strawberries,0.01
Peter,2020-08-03,plums,0.12
Peter,2020-08-03,pears,0.48
Peter,2020-08-03,tomatoes,0.17
John,2020-08-04,apples,0.41
John,2020-08-04,oranges,0.11
John,2020-08-04,strawberries,0.01
John,2020-08-04,plums,0.09
John,2020-08-04,pears,0.19
John,2020-08-04,tomatoes,0.3
Nick,2020-08-04,apples,0.55
Nick,2020-08-04,oranges,0.07
Nick,2020-08-04,strawberries,0.01
Nick,2020-08-04,plums,0.04
Nick,2020-08-04,pears,0.24
Nick,2020-08-04,tomatoes,0.11
Rick,2020-08-04,apples,0.21
Rick,2020-08-04,oranges,0.15
Rick,2020-08-04,strawberries,0.03
Rick,2020-08-04,plums,0.05
Rick,2020-08-04,pears,0.52
Rick,2020-08-04,tomatoes,0.26
Dick,2020-08-04,apples,0.41
Dick,2020-08-04,oranges,0.09
Dick,2020-08-04,strawberries,0
Dick,2020-08-04,plums,0.05
Dick,2020-08-04,pears,0.36
Dick,2020-08-04,tomatoes,0.12
Jake,2020-08-04,apples,0.45
Jake,2020-08-04,oranges,0.11
Jake,2020-08-04,strawberries,0.02
Jake,2020-08-04,plums,0.07
Jake,2020-08-04,pears,0.23
Jake,2020-08-04,tomatoes,0.2
Paul,2020-08-04,apples,0.36
Paul,2020-08-04,oranges,0.18
Paul,2020-08-04,strawberries,0.01
Paul,2020-08-04,plums,0.09
Paul,2020-08-04,pears,0.27
Paul,2020-08-04,tomatoes,0
Jason,2020-08-04,apples,0.22
Jason,2020-08-04,oranges,0.18
Jason,2020-08-04,strawberries,0.01
Jason,2020-08-04,plums,0.1
Jason,2020-08-04,pears,0.34
Jason,2020-08-04,tomatoes,0.11
Peter,2020-08-04,apples,0.23
Peter,2020-08-04,oranges,0.15
Peter,2020-08-04,strawberries,0.03
Peter,2020-08-04,plums,0.1
Peter,2020-08-04,pears,0.07
Peter,2020-08-04,tomatoes,0.22
John,2020-08-05,apples,0.43
John,2020-08-05,oranges,0.23
John,2020-08-05,strawberries,0.01
John,2020-08-05,plums,0.07
John,2020-08-05,pears,0.38
John,2020-08-05,tomatoes,0.02
Nick,2020-08-05,apples,0.47
Nick,2020-08-05,oranges,0.18
Nick,2020-08-05,strawberries,0.05
Nick,2020-08-05,plums,0.09
Nick,2020-08-05,pears,0.14
Nick,2020-08-05,tomatoes,0.18
Rick,2020-08-05,apples,0.24
Rick,2020-08-05,oranges,0
Rick,2020-08-05,strawberries,0.01
Rick,2020-08-05,plums,0.1
Rick,2020-08-05,pears,0.39
Rick,2020-08-05,tomatoes,0.07
Dick,2020-08-05,apples,0.74
Dick,2020-08-05,oranges,0.26
Dick,2020-08-05,strawberries,0.03
Dick,2020-08-05,plums,0.05
Dick,2020-08-05,pears,0.33
Dick,2020-08-05,tomatoes,0.28
Jake,2020-08-05,apples,0.63
Jake,2020-08-05,oranges,0.18
Jake,2020-08-05,strawberries,0.03
Jake,2020-08-05,plums,0.09
Jake,2020-08-05,pears,0.46
Jake,2020-08-05,tomatoes,0.21
Paul,2020-08-05,apples,0.37
Paul,2020-08-05,oranges,0.11
Paul,2020-08-05,strawberries,0
Paul,2020-08-05,plums,0.05
Paul,2020-08-05,pears,0.17
Paul,2020-08-05,tomatoes,0.11
Jason,2020-08-05,apples,0.67
Jason,2020-08-05,oranges,0.06
Jason,2020-08-05,strawberries,0.02
Jason,2020-08-05,plums,0.17
Jason,2020-08-05,pears,0.23
Jason,2020-08-05,tomatoes,0.01
Peter,2020-08-05,apples,0.46
Peter,2020-08-05,oranges,0.06
Peter,2020-08-05,strawberries,0
Peter,2020-08-05,plums,0.09
Peter,2020-08-05,pears,0.2
Peter,2020-08-05,tomatoes,0.2
John,2020-08-06,apples,0.67
John,2020-08-06,oranges,0.13
John,2020-08-06,strawberries,0.03
John,2020-08-06,plums,0.11
John,2020-08-06,pears,0.44
John,2020-08-06,tomatoes,0.1
Nick,2020-08-06,apples,0.4
Nick,2020-08-06,oranges,0.23
Nick,2020-08-06,strawberries,0.03
Nick,2020-08-06,plums,0.07
Nick,2020-08-06,pears,0.31
Nick,2020-08-06,tomatoes,0.2
Rick,2020-08-06,apples,0.32
Rick,2020-08-06,oranges,0.1
Rick,2020-08-06,strawberries,0
Rick,2020-08-06,plums,0.07
Rick,2020-08-06,pears,0.34
Rick,2020-08-06,tomatoes,0.12
Dick,2020-08-06,apples,0
Dick,2020-08-06,oranges,0.15
Dick,2020-08-06,strawberries,0.04
Dick,2020-08-06,plums,0.08
Dick,2020-08-06,pears,0.25
Dick,2020-08-06,tomatoes,0.14
Jake,2020-08-06,apples,0.37
Jake,2020-08-06,oranges,0.16
Jake,2020-08-06,strawberries,0.01
Jake,2020-08-06,plums,0.09
Jake,2020-08-06,pears,0.37
Jake,2020-08-06,tomatoes,0.06
Paul,2020-08-06,apples,0.26
Paul,2020-08-06,oranges,0.13
Paul,2020-08-06,strawberries,0.01
Paul,2020-08-06,plums,0.05
Paul,2020-08-06,pears,0.28
Paul,2020-08-06,tomatoes,0.12
Jason,2020-08-06,apples,0.11
Jason,2020-08-06,oranges,0.13
Jason,2020-08-06,strawberries,0.04
Jason,2020-08-06,plums,0.08
Jason,2020-08-06,pears,0.52
Jason,2020-08-06,tomatoes,0.18
Peter,2020-08-06,apples,0.82
Peter,2020-08-06,oranges,0.11
Peter,2020-08-06,strawberries,0.01
Peter,2020-08-06,plums,0.09
Peter,2020-08-06,pears,0.5
Peter,2020-08-06,tomatoes,0.17
John,2020-08-07,apples,0.09
John,2020-08-07,oranges,0.1
John,2020-08-07,strawberries,0.03
John,2020-08-07,plums,0.1
John,2020-08-07,pears,0.17
John,2020-08-07,tomatoes,0.16
Nick,2020-08-07,apples,0.56
Nick,2020-08-07,oranges,0.14
Nick,2020-08-07,strawberries,0.01
Nick,2020-08-07,plums,0.13
Nick,2020-08-07,pears,0.28
Nick,2020-08-07,tomatoes,0.07
Rick,2020-08-07,apples,0.41
Rick,2020-08-07,oranges,0.14
Rick,2020-08-07,strawberries,0.03
Rick,2020-08-07,plums,0.1
Rick,2020-08-07,pears,0.34
Rick,2020-08-07,tomatoes,0.21
Dick,2020-08-07,apples,0.34
Dick,2020-08-07,oranges,0.2
Dick,2020-08-07,strawberries,0.02
Dick,2020-08-07,plums,0.09
Dick,2020-08-07,pears,0.48
Dick,2020-08-07,tomatoes,0.27
Jake,2020-08-07,apples,0.41
Jake,2020-08-07,oranges,0.12
Jake,2020-08-07,strawberries,0.01
Jake,2020-08-07,plums,0.14
Jake,2020-08-07,pears,0.35
Jake,2020-08-07,tomatoes,0.14
Paul,2020-08-07,apples,0.31
Paul,2020-08-07,oranges,0.08
Paul,2020-08-07,strawberries,0.02
Paul,2020-08-07,plums,0.13
Paul,2020-08-07,pears,0.14
Paul,2020-08-07,tomatoes,0.15
Jason,2020-08-07,apples,0.58
Jason,2020-08-07,oranges,0.1
Jason,2020-08-07,strawberries,0.05
Jason,2020-08-07,plums,0.12
Jason,2020-08-07,pears,0.22
Jason,2020-08-07,tomatoes,0.24
Peter,2020-08-07,apples,0.02
Peter,2020-08-07,oranges,0.14
Peter,2020-08-07,strawberries,0.04
Peter,2020-08-07,plums,0.11
Peter,2020-08-07,pears,0.4
Peter,2020-08-07,tomatoes,0.19
John,2020-08-08,apples,0.48
John,2020-08-08,oranges,0.11
John,2020-08-08,strawberries,0.02
John,2020-08-08,plums,0.1
John,2020-08-08,pears,0.37
John,2020-08-08,tomatoes,0.07
Nick,2020-08-08,apples,0.41
Nick,2020-08-08,oranges,0.16
Nick,2020-08-08,strawberries,0
Nick,2020-08-08,plums,0.1
Nick,2020-08-08,pears,0.12
Nick,2020-08-08,tomatoes,0.14
Rick,2020-08-08,apples,0.29
Rick,2020-08-08,oranges,0.08
Rick,2020-08-08,strawberries,0.04
Rick,2020-08-08,plums,0.11
Rick,2020-08-08,pears,0.27
Rick,2020-08-08,tomatoes,0.11
Dick,2020-08-08,apples,0.45
Dick,2020-08-08,oranges,0.09
Dick,2020-08-08,strawberries,0.04
Dick,2020-08-08,plums,0.11
Dick,2020-08-08,pears,0.43
Dick,2020-08-08,tomatoes,0.19
Jake,2020-08-08,apples,0.3
Jake,2020-08-08,oranges,0.09
Jake,2020-08-08,strawberries,0.02
Jake,2020-08-08,plums,0.06
Jake,2020-08-08,pears,0.19
Jake,2020-08-08,tomatoes,0.11
Paul,2020-08-08,apples,0.29
Paul,2020-08-08,oranges,0.19
Paul,2020-08-08,strawberries,0.03
Paul,2020-08-08,plums,0.06
Paul,2020-08-08,pears,0.54
Paul,2020-08-08,tomatoes,0.14
Jason,2020-08-08,apples,0.49
Jason,2020-08-08,oranges,0.05
Jason,2020-08-08,strawberries,0.02
Jason,2020-08-08,plums,0.13
Jason,2020-08-08,pears,0.25
Jason,2020-08-08,tomatoes,0.13
Peter,2020-08-08,apples,0.5
Peter,2020-08-08,oranges,0.17
Peter,2020-08-08,strawberries,0.01
Peter,2020-08-08,plums,0.11
Peter,2020-08-08,pears,0.11
Peter,2020-08-08,tomatoes,0.26
John,2020-08-09,apples,0.12
John,2020-08-09,oranges,0.14
John,2020-08-09,strawberries,0.03
John,2020-08-09,plums,0.14
John,2020-08-09,pears,0.21
John,2020-08-09,tomatoes,0.02
Nick,2020-08-09,apples,0.27
Nick,2020-08-09,oranges,0.07
Nick,2020-08-09,strawberries,0.02
Nick,2020-08-09,plums,0.05
Nick,2020-08-09,pears,0.32
Nick,2020-08-09,tomatoes,0.04
Rick,2020-08-09,apples,0.5
Rick,2020-08-09,oranges,0.09
Rick,2020-08-09,strawberries,0.02
Rick,2020-08-09,plums,0.14
Rick,2020-08-09,pears,0.14
Rick,2020-08-09,tomatoes,0.08
Dick,2020-08-09,apples,0.42
Dick,2020-08-09,oranges,0.15
Dick,2020-08-09,strawberries,0.02
Dick,2020-08-09,plums,0.08
Dick,2020-08-09,pears,0.23
Dick,2020-08-09,tomatoes,0.13
Jake,2020-08-09,apples,0.74
Jake,2020-08-09,oranges,0.12
Jake,2020-08-09,strawberries,0
Jake,2020-08-09,plums,0.09
Jake,2020-08-09,pears,0.23
Jake,2020-08-09,tomatoes,0.02
Paul,2020-08-09,apples,0.31
Paul,2020-08-09,oranges,0.17
Paul,2020-08-09,strawberries,0
Paul,2020-08-09,plums,0.1
Paul,2020-08-09,pears,0.14
Paul,2020-08-09,tomatoes,0.04
Jason,2020-08-09,apples,0.46
Jason,2020-08-09,oranges,0.16
Jason,2020-08-09,strawberries,0.02
Jason,2020-08-09,plums,0.06
Jason,2020-08-09,pears,0.24
Jason,2020-08-09,tomatoes,0.06
Peter,2020-08-09,apples,0.54
Peter,2020-08-09,oranges,0.11
Peter,2020-08-09,strawberries,0.02
Peter,2020-08-09,plums,0.08
Peter,2020-08-09,pears,0.19
Peter,2020-08-09,tomatoes,0.11
John,2020-08-10,apples,0.2
John,2020-08-10,oranges,0.09
John,2020-08-10,strawberries,0.02
John,2020-08-10,plums,0.08
John,2020-08-10,pears,0.28
John,2020-08-10,tomatoes,0.08
Nick,2020-08-10,apples,0.17
Nick,2020-08-10,oranges,0.15
Nick,2020-08-10,strawberries,0
Nick,2020-08-10,plums,0.09
Nick,2020-08-10,pears,0.39
Nick,2020-08-10,tomatoes,0
Rick,2020-08-10,apples,0.12
Rick,2020-08-10,oranges,0.1
Rick,2020-08-10,strawberries,0.02
Rick,2020-08-10,plums,0.13
Rick,2020-08-10,pears,0.28
Rick,2020-08-10,tomatoes,0.07
Dick,2020-08-10,apples,0.47
Dick,2020-08-10,oranges,0.1
Dick,2020-08-10,strawberries,0.03
Dick,2020-08-10,plums,0.06
Dick,2020-08-10,pears,0.21
Dick,2020-08-10,tomatoes,0.09
Jake,2020-08-10,apples,0.16
Jake,2020-08-10,oranges,0.1
Jake,2020-08-10,strawberries,0.06
Jake,2020-08-10,plums,0.06
Jake,2020-08-10,pears,0.4
Jake,2020-08-10,tomatoes,0.16
Paul,2020-08-10,apples,0.72
Paul,2020-08-10,oranges,0.11
Paul,2020-08-10,strawberries,0.02
Paul,2020-08-10,plums,0.09
Paul,2020-08-10,pears,0.46
Paul,2020-08-10,tomatoes,0.29
Jason,2020-08-10,apples,0.14
Jason,2020-08-10,oranges,0.17
Jason,2020-08-10,strawberries,0.02
Jason,2020-08-10,plums,0.1
Jason,2020-08-10,pears,0.21
Jason,2020-08-10,tomatoes,0.08
Peter,2020-08-10,apples,0.25
Peter,2020-08-10,oranges,0.15
Peter,2020-08-10,strawberries,0.02
Peter,2020-08-10,plums,0.09
Peter,2020-08-10,pears,0.32
Peter,2020-08-10,tomatoes,0.12
John,2020-08-11,apples,0.48
John,2020-08-11,oranges,0.14
John,2020-08-11,strawberries,0.02
John,2020-08-11,plums,0.1
John,2020-08-11,pears,0.14
John,2020-08-11,tomatoes,0.16
Nick,2020-08-11,apples,0.3
Nick,2020-08-11,oranges,0.11
Nick,2020-08-11,strawberries,0.03
Nick,2020-08-11,plums,0.11
Nick,2020-08-11,pears,0.5
Nick,2020-08-11,tomatoes,0.17
Rick,2020-08-11,apples,0.23
Rick,2020-08-11,oranges,0.11
Rick,2020-08-11,strawberries,0.04
Rick,2020-08-11,plums,0.07
Rick,2020-08-11,pears,0.31
Rick,2020-08-11,tomatoes,0.27
Dick,2020-08-11,apples,0.21
Dick,2020-08-11,oranges,0.17
Dick,2020-08-11,strawberries,0.04
Dick,2020-08-11,plums,0.06
Dick,2020-08-11,pears,0.38
Dick,2020-08-11,tomatoes,0.14
Jake,2020-08-11,apples,0.47
Jake,2020-08-11,oranges,0.1
Jake,2020-08-11,strawberries,0.02
Jake,2020-08-11,plums,0.08
Jake,2020-08-11,pears,0.15
Jake,2020-08-11,tomatoes,0.16
Paul,2020-08-11,apples,0.17
Paul,2020-08-11,oranges,0.1
Paul,2020-08-11,strawberries,0.02
Paul,2020-08-11,plums,0.09
Paul,2020-08-11,pears,0.37
Paul,2020-08-11,tomatoes,0.01
Jason,2020-08-11,apples,0.43
Jason,2020-08-11,oranges,0.2
Jason,2020-08-11,strawberries,0.02
Jason,2020-08-11,plums,0.04
Jason,2020-08-11,pears,0.38
Jason,2020-08-11,tomatoes,0.03
Peter,2020-08-11,apples,0.36
Peter,2020-08-11,oranges,0.08
Peter,2020-08-11,strawberries,0.02
Peter,2020-08-11,plums,0.03
Peter,2020-08-11,pears,0.37
Peter,2020-08-11,tomatoes,0.05
John,2020-08-12,apples,0.12
John,2020-08-12,oranges,0.14
John,2020-08-12,strawberries,0.01
John,2020-08-12,plums,0.11
John,2020-08-12,pears,0.34
John,2020-08-12,tomatoes,0.14
Nick,2020-08-12,apples,0.7
Nick,2020-08-12,oranges,0.14
Nick,2020-08-12,strawberries,0.03
Nick,2020-08-12,plums,0.1
Nick,2020-08-12,pears,0.23
Nick,2020-08-12,tomatoes,0.13
Rick,2020-08-12,apples,0.24
Rick,2020-08-12,oranges,0.13
Rick,2020-08-12,strawberries,0.03
Rick,2020-08-12,plums,0.09
Rick,2020-08-12,pears,0.28
Rick,2020-08-12,tomatoes,0.21
Dick,2020-08-12,apples,0.29
Dick,2020-08-12,oranges,0.12
Dick,2020-08-12,strawberries,0.02
Dick,2020-08-12,plums,0.07
Dick,2020-08-12,pears,0.41
Dick,2020-08-12,tomatoes,0.16
Jake,2020-08-12,apples,0.06
Jake,2020-08-12,oranges,0.12
Jake,2020-08-12,strawberries,0.04
Jake,2020-08-12,plums,0.09
Jake,2020-08-12,pears,0.3
Jake,2020-08-12,tomatoes,0.07
Paul,2020-08-12,apples,0.61
Paul,2020-08-12,oranges,0.08
Paul,2020-08-12,strawberries,0.03
Paul,2020-08-12,plums,0.13
Paul,2020-08-12,pears,0.23
Paul,2020-08-12,tomatoes,0.15
Jason,2020-08-12,apples,0.15
Jason,2020-08-12,oranges,0.1
Jason,2020-08-12,strawberries,0.05
Jason,2020-08-12,plums,0.11
Jason,2020-08-12,pears,0.31
Jason,2020-08-12,tomatoes,0.16
Peter,2020-08-12,apples,0.53
Peter,2020-08-12,oranges,0.14
Peter,2020-08-12,strawberries,0.02
Peter,2020-08-12,plums,0.09
Peter,2020-08-12,pears,0.29
Peter,2020-08-12,tomatoes,0.08
John,2020-08-13,apples,0.36
John,2020-08-13,oranges,0.06
John,2020-08-13,strawberries,0.03
John,2020-08-13,plums,0.06
